Category,Specialty,Name,Type,Provider,Country/Region,Website,Notes
Course,Sexual & Reproductive Health,Letter of Competence SDI,Course/Conference,College of Sexual and Reproductive Healthcare,UK,https://www.cosrh.org,
Course,Sexual & Reproductive Health,Postpartum Contraception Training,Course/Conference,College of Sexual and Reproductive Healthcare,UK,https://www.cosrh.org,
Course,Sexual & Reproductive Health,CoSRH Conference,Course/Conference,College of Sexual and Reproductive Healthcare,UK,https://www.cosrh.org,
Course,Resuscitation / Acute Care,Advanced Life Support (ALS),Course,Resuscitation Council UK,UK,https://www.resus.org.uk/training-courses,
Course,Resuscitation / Acute Care,Immediate Life Support (ILS),Course,Resuscitation Council UK,UK,https://www.resus.org.uk/training-courses,
Course,Resuscitation / Acute Care,ALS Recertification,Course,Resuscitation Council UK,UK,https://www.resus.org.uk/training-courses,
Course,Resuscitation / Acute Care,Out-of-Hospital Advanced Life Support (OH-ALS),Course,Resuscitation Council UK,UK,https://www.resus.org.uk/training-courses,
Course,Resuscitation / Acute Care,Newborn Life Support (NLS),Course,Resuscitation Council UK,UK,https://www.resus.org.uk/training-courses,
Course,Resuscitation / Acute Care,Advanced Resuscitation of the Newborn Infant (ARNI),Course,Resuscitation Council UK,UK,https://www.resus.org.uk/training-courses,
Course,Resuscitation / Acute Care,NLS Recertification,Course,Resuscitation Council UK,UK,https://www.resus.org.uk/training-courses,
Course,Resuscitation / Acute Care,Paediatric Immediate Life Support (PILS),Course,Resuscitation Council UK,UK,https://www.resus.org.uk/training-courses,
Course,Resuscitation / Acute Care,European Paediatric Advanced Life Support (EPALS),Course,Resuscitation Council UK,UK,https://www.resus.org.uk/training-courses,
Course,Resuscitation / Acute Care,Generic Instructor Course (GIC),Course,Resuscitation Council UK,UK,https://www.resus.org.uk/training-courses,
Course,Resuscitation / Acute Care,Anaphylaxis Essentials,Course,Resuscitation Council UK,UK,https://www.resus.org.uk/training-courses,
Course,Resuscitation / Acute Care,ReSPECT Courses,Course,Resuscitation Council UK,UK,https://www.resus.org.uk/training-courses,
Course,Emergency / Paediatrics / Major Incident,Advanced Paediatric Life Support (APLS),Course,Advanced Life Support Group,UK / International,https://www.alsg.org/,
Course,Emergency / Paediatrics / Major Incident,Major Incident Medical Management and Support (MIMMS),Course,Advanced Life Support Group,UK / International,https://www.alsg.org/,
Course,Emergency / Paediatrics / Major Incident,Hospital Major Incident Medical Management and Support (HMIMMS),Course,Advanced Life Support Group,UK / International,https://www.alsg.org/,
Course,Emergency / Paediatrics / Major Incident,Pre-Hospital Trauma Life Support (PHTLS),Course,Advanced Life Support Group,UK / International,https://www.alsg.org/,
Course,Emergency / Paediatrics / Major Incident,Paediatric Life Support Courses,Course,Advanced Life Support Group,UK / International,https://www.alsg.org/,
Course,Emergency / Paediatrics / Major Incident,MedicALS,Course,Advanced Life Support Group,UK / International,https://www.alsg.org/,
Course,Emergency / Paediatrics / Major Incident,Safe Transfer and Retrieval Courses,Course,Advanced Life Support Group,UK / International,https://www.alsg.org/,
Course,Emergency / Paediatrics / Major Incident,Emergency Triage Courses,Course,Advanced Life Support Group,UK / International,https://www.alsg.org/,
Conference,Surgery,ASGBI International Surgical Congress,Conference,Association of Surgeons of Great Britain and Ireland (ASGBI),UK,https://www.asgbi.org.uk,
Conference,Colorectal Surgery,ACPGBI Annual Meeting,Conference,Association of Coloproctology of Great Britain and Ireland (ACPGBI),UK,https://www.acpgbi.org.uk,
Conference,Upper GI Surgery,AUGIS Annual Scientific Meeting,Conference,Association of Upper Gastrointestinal Surgery (AUGIS),UK,https://www.augis.org,
Conference,Breast Surgery,ABS Conference,Conference,Association of Breast Surgery (ABS),UK,https://associationofbreastsurgery.org.uk,
Conference,Endocrine Surgery,BAETS Annual Meeting,Conference,British Association of Endocrine and Thyroid Surgeons (BAETS),UK,https://www.baets.org.uk,
Conference,Vascular Surgery,Vascular Societies Annual Scientific Meeting,Conference,Vascular Society of Great Britain and Ireland,UK,https://www.vascularsociety.org.uk,
Conference,Urology,BAUS Annual Scientific Meeting,Conference,British Association of Urological Surgeons (BAUS),UK,https://www.baus.org.uk,
Conference,Plastic Surgery,BAPRAS Congress,Conference,"British Association of Plastic, Reconstructive and Aesthetic Surgeons (BAPRAS)",UK,https://www.bapras.org.uk,
Conference,Plastic Surgery,BAAPS Annual Conference,Conference,British Association of Aesthetic Plastic Surgeons (BAAPS),UK,https://baaps.org.uk,
Conference,Neurosurgery,SBNS Meeting,Conference,Society of British Neurological Surgeons (SBNS),UK,https://www.sbns.org.uk,
Conference,ENT,ENT UK Annual Meeting,Conference,ENT UK,UK,https://www.entuk.org,
Conference,Trauma & Orthopaedics,BOA Annual Congress,Conference,British Orthopaedic Association (BOA),UK,https://www.boa.ac.uk,
Conference,Trauma & Orthopaedics,BASK Annual Meeting,Conference,British Association for Surgery of the Knee (BASK),UK,https://baskonline.com,
Conference,Trauma & Orthopaedics,British Hip Society Annual Meeting,Conference,British Hip Society (BHS),UK,https://britishhipsociety.com,
Conference,Trauma & Orthopaedics,BESS Annual Scientific Meeting,Conference,British Elbow and Shoulder Society (BESS),UK,https://bess.ac.uk,
Conference,Trauma & Orthopaedics,BOFAS Annual Scientific Meeting,Conference,British Orthopaedic Foot & Ankle Society (BOFAS),UK,https://www.bofas.org.uk,
Conference,Trauma & Orthopaedics,BSSH Scientific Meeting,Conference,British Society for Surgery of the Hand (BSSH),UK,https://www.bssh.ac.uk,
Conference,Radiology,BSIR Annual Scientific Meeting,Conference,British Society of Interventional Radiology (BSIR),UK,https://www.bsir.org,
Conference,Radiology,BSBR Annual Meeting,Conference,British Society of Breast Radiology (BSBR),UK,https://www.bsbr.org.uk,
Conference,Oncology,UKIO Annual Congress,Conference,UK Imaging and Oncology Congress (UKIO),UK,https://www.ukio.org.uk,
Conference,Oncology,BOPA Symposium,Conference,British Oncology Pharmacy Association (BOPA),UK,https://www.bopa.org.uk,
Conference,Oncology,BTOG Annual Conference,Conference,British Thoracic Oncology Group (BTOG),UK,https://www.btog.org,
Conference,Oncology,NCRI Cancer Conference,Conference,National Cancer Research Institute (NCRI),UK,https://www.ncri.org.uk,
Conference,Gastroenterology,BSG LIVE,Conference,British Society of Gastroenterology (BSG),UK,https://www.bsg.org.uk,
Conference,Hepatology,BASL Annual Meeting,Conference,British Association for the Study of the Liver (BASL),UK,https://www.basl.org.uk,
Conference,Respiratory,BTS Winter Meeting,Conference,British Thoracic Society (BTS),UK,https://www.brit-thoracic.org.uk,
Conference,Cardiology,BCS Annual Conference,Conference,British Cardiovascular Society (BCS),UK,https://britishcardiovascularsociety.org,
Conference,Cardiology,BCIS Annual Conference,Conference,British Cardiovascular Intervention Society (BCIS),UK,https://www.bcis.org.uk,
Conference,Neurology,ABN Annual Meeting,Conference,Association of British Neurologists (ABN),UK,https://www.theabn.org,
Conference,Stroke,UK Stroke Forum,Conference,British and Irish Association of Stroke Physicians (BIASP),UK,https://biasp.org,
Conference,Endocrinology,SfE BES Conference,Conference,Society for Endocrinology,UK,https://www.endocrinology.org,
Conference,Diabetes,Diabetes UK Professional Conference,Conference,Diabetes UK,UK,https://www.diabetes.org.uk,
Conference,Rheumatology,BSR Annual Conference,Conference,British Society for Rheumatology (BSR),UK,https://www.rheumatology.org.uk,
Conference,Dermatology,BAD Annual Meeting,Conference,British Association of Dermatologists (BAD),UK,https://www.bad.org.uk,
Conference,Infectious Diseases,BIA Spring Meeting,Conference,British Infection Association (BIA),UK,https://www.britishinfection.org,
Conference,Infectious Diseases,HIS Conference,Conference,Healthcare Infection Society (HIS),UK,https://www.his.org.uk,
Conference,Infectious Diseases,FIS Conference,Conference,Federation of Infection Societies (FIS),UK,https://fisconference.com,
Conference,Paediatrics,BAPM Annual Conference,Conference,British Association of Perinatal Medicine (BAPM),UK,https://www.bapm.org,
Conference,Paediatrics,BSPED Annual Meeting,Conference,British Society for Paediatric Endocrinology and Diabetes (BSPED),UK,https://www.bsped.org.uk,
Conference,Paediatrics,BPNA Annual Conference,Conference,British Paediatric Neurology Association (BPNA),UK,https://bpna.org.uk,
Conference,O&G,BSGE Annual Scientific Meeting,Conference,British Society for Gynaecological Endoscopy (BSGE),UK,https://www.bsge.org.uk,
Conference,O&G,BMFMS Conference,Conference,British Maternal & Fetal Medicine Society (BMFMS),UK,https://www.bmfms.org.uk,
Conference,O&G,BSCCP Annual Scientific Meeting,Conference,British Society for Colposcopy and Cervical Pathology (BSCCP),UK,https://www.bsccp.org.uk,
Conference,Pathology,BDIAP Symposium,Conference,British Division of the International Academy of Pathology (BDIAP),UK,https://bdiap.org,
Conference,Haematology,BSH Annual Scientific Meeting,Conference,British Society for Haematology (BSH),UK,https://b-s-h.org.uk,
Conference,Transfusion,BBTS Annual Conference,Conference,British Blood Transfusion Society (BBTS),UK,https://www.bbts.org.uk,
Conference,Intensive Care,State of the Art Conference,Conference,Intensive Care Society (ICS),UK,https://ics.ac.uk,
Conference,Acute Medicine,SAM Annual Scientific Meeting,Conference,Society for Acute Medicine (SAM),UK,https://www.acutemedicine.org.uk,
Conference,Palliative Medicine,APM Supportive & Palliative Care Conference,Conference,Association for Palliative Medicine (APM),UK,https://apmonline.org,
Conference,Oncology,ASCO Annual Meeting,Conference,American Society of Clinical Oncology,USA / Global,https://www.asco.org,
Conference,Oncology,ESMO Congress,Conference,European Society for Medical Oncology,Europe / Global,https://www.esmo.org,
Conference,Radiation Oncology,ASTRO Annual Meeting,Conference,American Society for Radiation Oncology,USA / Global,https://www.astro.org,
Conference,Radiation Oncology,ESTRO Congress,Conference,European Society for Radiotherapy and Oncology,Europe / Global,https://www.estro.org,
Conference,Oncology,AACR Annual Meeting,Conference,American Association for Cancer Research,USA / Global,https://www.aacr.org,
Conference,Oncology,SITC Annual Meeting,Conference,Society for Immunotherapy of Cancer,USA / Global,https://www.sitcancer.org,
Conference,Oncology,ESGO Congress,Conference,European Society of Gynaecological Oncology,Europe,https://www.esgo.org,
Conference,Oncology,SABCS,Conference,San Antonio Breast Cancer Symposium,USA / Global,https://www.sabcs.org,
Conference,Haematology / Oncology,ASH Annual Meeting,Conference,American Society of Hematology,USA / Global,https://www.hematology.org,
Conference,Haematology / Oncology,EHA Congress,Conference,European Hematology Association,Europe / Global,https://ehaweb.org,
Conference,Gastroenterology,Digestive Disease Week (DDW),Conference,DDW,USA / Global,https://ddw.org,
Conference,Gastroenterology,UEG Week,Conference,United European Gastroenterology,Europe / Global,https://ueg.eu,
Conference,Gastroenterology / IBD,ECCO Congress,Conference,European Crohn's and Colitis Organisation,Europe / Global,https://www.ecco-ibd.eu,
Conference,Hepatology,EASL Congress,Conference,European Association for the Study of the Liver,Europe / Global,https://easl.eu,
Conference,Hepatology,AASLD The Liver Meeting,Conference,American Association for the Study of Liver Diseases,USA / Global,https://www.aasld.org,
Conference,GI Endoscopy,ESGE Days,Conference,European Society of Gastrointestinal Endoscopy,Europe,https://www.esge.com,
Conference,Cardiology,ESC Congress,Conference,European Society of Cardiology,Europe / Global,https://www.escardio.org,
Conference,Cardiology,ACC Annual Scientific Session,Conference,American College of Cardiology,USA / Global,https://www.acc.org,
Conference,Cardiology,AHA Scientific Sessions,Conference,American Heart Association,USA / Global,https://www.heart.org,
Conference,Cardiology,EuroPCR,Conference,PCR Online,Europe / Global,https://www.pcronline.com,
Conference,Cardiology,TCT Conference,Conference,Cardiovascular Research Foundation,USA / Global,https://www.crf.org/tct,
Conference,Heart Failure,Heart Failure Congress,Conference,Heart Failure Association of the ESC,Europe / Global,https://www.escardio.org/Sub-specialty-communities/Heart-Failure-Association-of-the-ESC-HFA,
Conference,Respiratory,ERS Congress,Conference,European Respiratory Society,Europe / Global,https://www.ersnet.org,
Conference,Respiratory,ATS International Conference,Conference,American Thoracic Society,USA / Global,https://www.thoracic.org,
Conference,Respiratory,CHEST Annual Meeting,Conference,American College of Chest Physicians,USA / Global,https://www.chestnet.org,
Conference,Critical Care,SCCM Critical Care Congress,Conference,Society of Critical Care Medicine,USA / Global,https://www.sccm.org,
Conference,Critical Care,ESICM LIVES,Conference,European Society of Intensive Care Medicine,Europe / Global,https://www.esicm.org,
Conference,Neurology,AAN Annual Meeting,Conference,American Academy of Neurology,USA / Global,https://www.aan.com,
Conference,Neurology,EAN Congress,Conference,European Academy of Neurology,Europe / Global,https://www.ean.org,
Conference,Neurology,International Stroke Conference,Conference,American Heart Association / ASA,USA / Global,https://professional.heart.org,
Conference,Multiple Sclerosis,ECTRIMS Congress,Conference,European Committee for Treatment and Research in Multiple Sclerosis,Europe / Global,https://ectrims.eu,
Conference,Alzheimer's,AAIC,Conference,Alzheimer's Association International Conference,Global,https://aaic.alz.org,
Conference,Neurosurgery,AANS Annual Scientific Meeting,Conference,American Association of Neurological Surgeons,USA / Global,https://www.aans.org,
Conference,Neurosurgery,CNS Annual Meeting,Conference,Congress of Neurological Surgeons,USA / Global,https://www.cns.org,
Conference,Neurosurgery,EANS Congress,Conference,European Association of Neurosurgical Societies,Europe / Global,https://www.eans.org,
Conference,Neurosurgery,WFNS World Congress,Conference,World Federation of Neurosurgical Societies,Global,https://wfns.info,
Conference,Orthopaedics,AAOS Annual Meeting,Conference,American Academy of Orthopaedic Surgeons,USA / Global,https://www.aaos.org,
Conference,Orthopaedics,EFORT Congress,Conference,European Federation of National Associations of Orthopaedics and Traumatology,Europe / Global,https://www.efort.org,
Conference,Orthopaedics,ESSKA Congress,Conference,"European Society of Sports Traumatology, Knee Surgery and Arthroscopy",Europe / Global,https://www.esska.org,
Conference,Orthopaedics,ORS Annual Meeting,Conference,Orthopaedic Research Society,USA / Global,https://www.ors.org,
Conference,Urology,EAU Congress,Conference,European Association of Urology,Europe / Global,https://uroweb.org,
Conference,Urology,AUA Annual Meeting,Conference,American Urological Association,USA / Global,https://www.auanet.org,
Conference,Urology,SIU Congress,Conference,Société Internationale d'Urologie,Global,https://www.siu-urology.org,
Conference,Ophthalmology,AAO Annual Meeting,Conference,American Academy of Ophthalmology,USA / Global,https://www.aao.org,
Conference,Ophthalmology,ESCRS Congress,Conference,European Society of Cataract and Refractive Surgeons,Europe / Global,https://www.escrs.org,
Conference,Ophthalmology,ARVO Annual Meeting,Conference,Association for Research in Vision and Ophthalmology,USA / Global,https://www.arvo.org,
Conference,Ophthalmology,EURETINA Congress,Conference,European Society of Retina Specialists,Europe / Global,https://www.euretina.org,
Conference,ENT,AAO-HNSF Annual Meeting & OTO EXPO,Conference,American Academy of Otolaryngology - Head and Neck Surgery,USA / Global,https://www.entnet.org,
Conference,ENT,IFOS World Congress,Conference,International Federation of Oto-Rhino-Laryngological Societies,Global,https://www.ifosworld.org,
Conference,Paediatrics,AAP National Conference & Exhibition,Conference,American Academy of Pediatrics,USA / Global,https://www.aap.org,
Conference,Paediatrics,EAPS Congress,Conference,European Academy of Paediatric Societies,Europe / Global,https://eaps.kenes.com,
Conference,Paediatric Infectious Diseases,ESPID Annual Meeting,Conference,European Society for Paediatric Infectious Diseases,Europe / Global,https://espidmeeting.org,
Conference,Paediatric Intensive Care,ESPNIC Congress,Conference,European Society of Paediatric and Neonatal Intensive Care,Europe / Global,https://espnic-online.org,
Conference,Paediatrics,PAS Meeting,Conference,Pediatric Academic Societies,USA / Global,https://www.pas-meeting.org,
Conference,Obstetrics & Gynaecology,ACOG Annual Clinical & Scientific Meeting,Conference,American College of Obstetricians and Gynecologists,USA / Global,https://www.acog.org,
Conference,Obstetrics & Gynaecology,ISUOG World Congress,Conference,International Society of Ultrasound in Obstetrics and Gynecology,Global,https://www.isuog.org,
Conference,Reproductive Medicine,ESHRE Annual Meeting,Conference,European Society of Human Reproduction and Embryology,Europe / Global,https://www.eshre.eu,
Conference,Gynaecology,AAGL Global Congress,Conference,American Association of Gynecologic Laparoscopists,USA / Global,https://www.aagl.org,
Conference,Endocrinology,ENDO,Conference,Endocrine Society,USA / Global,https://www.endocrine.org,
Conference,Endocrinology,European Congress of Endocrinology,Conference,European Society of Endocrinology,Europe / Global,https://www.ese-hormones.org,
Conference,Diabetes,ADA Scientific Sessions,Conference,American Diabetes Association,USA / Global,https://diabetes.org,
Conference,Diabetes,EASD Annual Meeting,Conference,European Association for the Study of Diabetes,Europe / Global,https://www.easd.org,
Conference,Infectious Diseases,ESCMID Global,Conference,European Society of Clinical Microbiology and Infectious Diseases,Europe / Global,https://www.escmid.org,
Conference,Infectious Diseases,IDWeek,Conference,IDSA / SHEA / HIVMA / PIDS / SIDP,USA / Global,https://www.idweek.org,
Conference,HIV,CROI,Conference,Conference on Retroviruses and Opportunistic Infections,USA / Global,https://www.croiconference.org,
Conference,HIV,International AIDS Conference,Conference,International AIDS Society,Global,https://www.iasociety.org,
Conference,Rheumatology,EULAR Congress,Conference,European Alliance of Associations for Rheumatology,Europe / Global,https://eular.org,
Conference,Rheumatology,ACR Convergence,Conference,American College of Rheumatology,USA / Global,https://rheumatology.org,
Conference,Dermatology,AAD Annual Meeting,Conference,American Academy of Dermatology,USA / Global,https://www.aad.org,
Conference,Dermatology,EADV Congress,Conference,European Academy of Dermatology and Venereology,Europe / Global,https://www.eadv.org,
Conference,Nephrology,ASN Kidney Week,Conference,American Society of Nephrology,USA / Global,https://www.asn-online.org,
Conference,Nephrology,ERA Congress,Conference,European Renal Association,Europe / Global,https://www.era-online.org,
Conference,Radiology,RSNA Annual Meeting,Conference,Radiological Society of North America,USA / Global,https://www.rsna.org,
Conference,Radiology,European Congress of Radiology (ECR),Conference,European Society of Radiology,Europe / Global,https://www.myesr.org,
Conference,Radiology,ARRS Annual Meeting,Conference,American Roentgen Ray Society,USA / Global,https://www.arrs.org,
Conference,Nuclear Medicine,SNMMI Annual Meeting,Conference,Society of Nuclear Medicine and Molecular Imaging,USA / Global,https://www.snmmi.org,
Conference,Nuclear Medicine,EANM Congress,Conference,European Association of Nuclear Medicine,Europe / Global,https://www.eanm.org,
Conference,Pathology,USCAP Annual Meeting,Conference,United States and Canadian Academy of Pathology,USA / Global,https://www.uscap.org,
Conference,Pathology,ESP Congress,Conference,European Society of Pathology,Europe / Global,https://www.esp-pathology.org,
Conference,Anaesthesia,ASA Annual Meeting,Conference,American Society of Anesthesiologists,USA / Global,https://www.asahq.org,
Conference,Anaesthesia,Euroanaesthesia,Conference,European Society of Anaesthesiology and Intensive Care,Europe / Global,https://www.esaic.org,
Conference,Emergency Medicine,ACEP Scientific Assembly,Conference,American College of Emergency Physicians,USA / Global,https://www.acep.org,
Conference,Emergency Medicine,EUSEM Congress,Conference,European Society for Emergency Medicine,Europe / Global,https://eusem.org,
Conference,Dentistry,FDI World Dental Congress,Conference,FDI World Dental Federation,Global,https://www.fdiworlddental.org,
Conference,Aesthetics,IMCAS World Congress,Conference,IMCAS,Global,https://www.imcas.com,
Conference,Aesthetics,AMWC,Conference,Aesthetic & Anti-Aging Medicine World Congress,Global,https://www.amwc-conference.com,
Conference,Aesthetics,ACE Conference,Conference,ACE,UK,https://aceconference.co.uk,
Conference,Aesthetics,CCR London,Conference,CCR,UK,https://www.ccrlondon.com,
Conference,Aesthetics,FACE Conference,Conference,FACE,UK,https://www.faceconference.com,
Conference,Digital Health,HIMSS Global Health Conference,Conference,HIMSS,USA / Global,https://www.himss.org,
Conference,Digital Health,Digital Health Rewired,Conference,Digital Health,UK,https://digitalhealthrewired.com,
Conference,Digital Health,NHS ConfedExpo,Conference,NHS Confederation,UK,https://www.nhsconfedexpo.org,
Conference,Digital Health,HLTH,Conference,HLTH,USA / Global,https://www.hlth.com,
Conference,Digital Health,ViVE,Conference,CHIME / HLTH,USA / Global,https://www.viveevent.com,
Conference,Healthcare Business,JP Morgan Healthcare Conference,Conference,J.P. Morgan,USA / Global,https://www.jpmorgan.com/solutions/cib/insights/health-care-conference,
Provider,Medical Education,CPD modules and medical education,Course provider,BMJ Learning,UK / Global,https://learning.bmj.com,
Provider,Medical Education,NHS e-learning programmes,Course provider,e-Learning for Healthcare,UK,https://www.e-lfh.org.uk,
Provider,Medical Education,CPD modules,Course provider,MIMS Learning,UK,https://www.mimslearning.co.uk,
Provider,Medical Education,CPD/CME modules,Course provider,Medscape Education,Global,https://www.medscape.org,
Provider,Medical Education,Clinical CME,Course provider,UpToDate CME,Global,https://www.uptodate.com,
Provider,Research,Research training,Course provider,NIHR Learn,UK,https://learn.nihr.ac.uk,
Provider,Research,Clinical research training,Course provider,Good Clinical Practice (GCP) Training,UK,https://www.nihr.ac.uk/health-and-care-professionals/learning-and-support/good-clinical-practice.htm,
Provider,Medical Education,Leadership and communication courses,Course provider,Oxford Medical Training,UK,https://www.medical-interviews.co.uk,
Provider,Medical Education,Medical interview and communication courses,Course provider,ISC Medical,UK,https://www.iscmedical.co.uk,
Provider,Exam Prep,MRCP/MRCS exam prep,Course provider,Pastest,UK / Global,https://www.pastest.com,
Provider,Exam Prep,Exam preparation,Course provider,OnExamination,UK / Global,https://www.onexamination.com,
Provider,Exam Prep,Medical exam question bank,Course provider,PassMedicine,UK,https://passmedicine.com,
Provider,Exam Prep,Medical exam question banks,Course provider,BMJ OnExamination,UK,https://www.onexamination.com,
Provider,Surgery Exam Prep,MRCS and surgical courses,Course provider,Doctors Academy,UK / Global,https://doctorsacademy.org,
Provider,Surgery Exam Prep,Surgical training resources,Course provider,School of Surgery,UK,https://www.schoolofsurgery.org,
Provider,Radiology Exam Prep,Radiology courses,Course provider,Radiopaedia Courses,Global,https://radiopaedia.org/courses,
Provider,Radiology Exam Prep,FRCR radiology revision,Course provider,Revise Radiology,UK / Global,https://www.reviseradiology.com,
Provider,Radiology Exam Prep,FRCR physics resources,Course provider,FRCR Physics Notes / Courses,UK / Global,https://www.frcrphysicsnotes.com,
Provider,Oncology Exam Prep,Clinical oncology revision,Course provider,FRCR Clinical Oncology Courses,UK,https://www.rcr.ac.uk,
Provider,Aesthetics,Aesthetic medicine training,Course provider,Harley Academy,UK,https://www.harleyacademy.com,
Provider,Aesthetics,Aesthetic medicine training,Course provider,Derma Medical,UK / Global,https://dermamedical.co.uk,
Provider,Aesthetics,Aesthetic medicine courses,Course provider,MATA Courses,UK,https://matacourses.com,
Provider,Aesthetics,Aesthetic training,Course provider,SkinViva Training,UK,https://www.skinvivatraining.com,
Provider,Aesthetics,Aesthetics courses,Course provider,Interface Aesthetics,UK,https://interfaceaesthetics.co.uk,
Provider,Emergency / POCUS,POCUS and ultrasound courses,Course provider,The Ultrasound Site,UK,https://theultrasoundsite.co.uk,
Provider,Emergency / POCUS,Ultrasound education,Course provider,POCUS 101,Global,https://www.pocus101.com,
Provider,Emergency / Trauma,Anaesthesia Trauma and Critical Care course,Course provider,ATACC,UK,https://www.ataccgroup.com,
Provider,Emergency / Trauma,Pre-hospital education,Course provider,PHEMCAST / Pre-hospital courses,UK,https://www.phemcast.co.uk,
Provider,Leadership,Medical leadership courses,Course provider,Faculty of Medical Leadership and Management,UK,https://www.fmlm.ac.uk,
Provider,Teaching,Teaching and education fellowships,Course provider,Advance HE,UK,https://www.advance-he.ac.uk,
Provider,Teaching,Medical education events,Course provider,Royal Society of Medicine,UK,https://www.rsm.ac.uk,
Provider,General CPD,Medical defence / risk training,Course provider,MDDUS Training,UK,https://www.mddus.com/training-and-cpd,
Provider,General CPD,Medical defence / risk training,Course provider,MDU CPD,UK,https://www.themdu.com/learn-and-develop,
Provider,General CPD,Medical defence / risk training,Course provider,Medical Protection CPD,UK,https://www.medicalprotection.org,
Provider,Quality Improvement,Quality improvement and patient safety,Course provider,IHI Open School,Global,https://www.ihi.org/education/ihi-open-school,
Provider,Quality Improvement,Workforce education,Course provider,Health Education England / NHS England,UK,https://www.england.nhs.uk/long-read/nhs-england-workforce-training-and-education/,
Provider,Digital Health,Digital health leadership,Course provider,NHS Digital Academy,UK,https://digital-transformation.hee.nhs.uk,
Provider,Digital Health,Clinical informatics training/events,Course provider,Faculty of Clinical Informatics,UK,https://facultyofclinicalinformatics.org.uk,
